TimeElapsed,Humidity,Temperature,Target,Heater
00:00:00,0.3,-45.0,50.0,ON
00:00:10,0.4,46.5,50.0,ON
00:00:20,0.3,46.5,50.0,ON
00:00:30,0.4,46.4,50.0,ON
00:00:40,0.4,46.4,50.0,ON
00:00:50,0.5,46.3,50.0,ON
00:01:00,0.3,46.2,50.0,ON
00:01:10,0.3,46.2,50.0,ON
00:01:20,0.2,46.1,50.0,ON
00:01:30,0.1,46.1,50.0,ON
00:01:40,0.2,46.0,50.0,ON
00:01:50,0.2,46.0,50.0,ON
00:02:00,0.1,45.9,50.0,ON
00:02:10,0.3,45.8,50.0,ON
00:02:20,0.1,45.8,50.0,ON
00:02:30,0.1,45.7,50.0,ON
00:02:40,0.0,45.6,50.0,ON
00:02:50,0.0,45.6,50.0,ON
00:03:00,0.0,45.5,50.0,ON
00:03:10,0.0,45.5,50.0,ON
00:03:20,0.0,45.4,50.0,ON
00:03:30,0.2,45.3,50.0,ON
00:03:40,0.1,45.3,50.0,ON
00:03:50,0.1,45.2,50.0,ON
00:04:00,0.1,45.2,50.0,ON
00:04:10,0.1,45.1,50.0,ON
00:04:20,0.2,45.1,50.0,ON
00:04:30,0.0,45.0,50.0,ON
00:04:40,0.0,45.0,50.0,ON
00:04:50,0.0,44.9,50.0,ON
00:05:00,0.0,44.8,50.0,ON
